Name: survey

//Variables: name of variable followed by names of states

a: adult old young 
s: F M 
e: high uni 
o: emp self 
r: big small 
t: car other train 

//Records: Numbers in the last column are frequencies.

1 1 0 0 0 2   23.0
2 1 0 0 0 2   32.0
0 0 0 0 0 2   33.0
0 0 0 0 1 2   14.0
0 0 1 0 0 0   33.0
1 1 0 0 1 0   15.0
2 1 0 0 0 1   21.0
1 0 0 0 0 2   15.0
0 1 0 0 1 0   16.0
2 1 0 0 0 0   75.0
1 0 0 0 1 2   3.0
1 0 0 0 0 0   33.0
0 1 0 0 0 0   99.0
1 0 0 1 0 0   3.0
0 0 0 0 0 0   68.0
0 0 1 0 0 2   20.0
1 0 0 0 0 1   20.0
0 0 1 0 1 0   9.0
2 0 1 0 1 2   4.0
0 1 0 0 0 2   49.0
1 0 0 0 1 1   3.0
2 1 1 1 0 2   2.0
0 1 1 0 0 2   27.0
2 1 0 1 0 0   1.0
1 1 0 0 0 0   56.0
1 0 0 1 0 2   1.0
2 1 1 1 0 0   4.0
1 1 0 0 0 1   16.0
2 1 1 0 0 0   34.0
0 0 0 0 1 0   14.0
0 1 0 0 1 2   25.0
1 0 1 0 0 0   1.0
2 0 0 0 0 2   19.0
2 0 0 0 0 0   34.0
0 0 0 1 0 0   6.0
0 1 1 0 1 0   8.0
2 0 1 0 0 2   7.0
2 0 0 0 1 2   8.0
2 1 1 0 0 2   15.0
0 1 0 0 0 1   39.0
0 1 1 0 0 0   44.0
2 0 1 0 0 0   18.0
1 0 1 0 1 0   1.0
0 1 1 1 0 0   6.0
2 1 1 0 0 1   10.0
2 1 1 0 1 2   6.0
0 0 1 0 0 1   8.0
2 1 1 0 1 0   7.0
2 1 0 1 0 2   1.0
2 1 0 0 1 2   19.0
2 0 0 0 1 0   15.0
0 1 1 0 0 1   13.0
1 1 1 0 1 0   3.0
1 1 1 0 0 0   8.0
1 1 1 1 0 0   1.0
0 0 0 0 0 1   24.0
2 0 1 0 1 0   5.0
2 0 1 0 0 1   10.0
2 0 0 1 0 2   1.0
1 0 0 0 1 0   9.0
1 1 1 0 1 2   2.0
0 0 1 1 1 0   2.0
1 0 1 0 0 1   1.0
1 1 0 1 1 2   1.0
1 0 1 0 1 2   1.0
2 1 0 0 1 0   17.0
0 1 1 0 1 2   7.0
2 0 0 0 0 1   15.0
0 0 1 0 1 2   4.0
0 1 0 1 0 0   9.0
1 0 1 0 1 1   1.0
0 1 1 1 0 2   1.0
0 1 1 0 1 1   4.0
2 1 1 1 1 2   1.0
1 1 0 0 1 2   14.0
0 0 1 1 0 0   2.0
0 1 0 1 1 0   4.0
1 1 1 1 1 2   1.0
2 1 0 0 1 1   9.0
1 1 1 0 0 2   1.0
0 0 0 0 1 1   4.0
2 0 1 1 0 0   2.0
2 1 1 1 1 0   2.0
0 0 1 1 0 2   1.0
2 1 0 1 1 0   2.0
1 0 1 0 0 2   2.0
1 0 1 1 0 0   1.0
0 0 0 1 1 0   2.0
1 0 0 1 1 0   1.0
0 1 1 1 1 2   1.0
0 1 0 0 1 1   2.0
1 0 0 1 1 2   2.0
1 1 0 1 0 1   1.0
0 1 1 1 1 1   1.0
1 1 0 1 0 0   2.0
2 1 0 1 0 1   1.0
2 0 0 0 1 1   2.0
2 1 1 0 1 1   1.0
2 0 1 0 1 1   2.0
0 1 1 1 1 0   1.0
0 1 0 1 1 2   1.0
2 0 1 1 0 2   1.0
1 1 0 0 1 1   1.0
2 0 1 1 1 2   1.0
0 1 0 1 0 2   1.0
2 1 1 1 0 1   1.0
