Name: asia

//Variables: name of variable followed by names of states

vVisitToAsia: 0 1 
vTuberculosis: 0 1 
vSmoking: 0 1 
vLungCancer: 0 1 
vTbOrCa: 0 1 
vXRay: 0 1 
vBronchitis: 0 1 
vDyspnea: 0 1 

//Records: Numbers in the last column are frequencies.

0 0 0 0 0 0 0 0   33.0
0 0 0 0 0 0 0 1   2.0
0 0 0 0 0 0 1 0   4.0
0 0 0 0 0 0 1 1   13.0
0 0 0 0 0 1 0 0   1.0
0 0 0 0 0 1 1 0   1.0
0 0 0 0 0 1 1 1   1.0
0 0 1 0 0 0 0 0   19.0
0 0 1 0 0 0 1 0   5.0
0 0 1 0 0 0 1 1   16.0
0 0 1 0 0 1 1 1   1.0
0 0 1 1 1 1 1 1   2.0
0 1 1 0 1 1 1 1   1.0
1 0 0 0 0 0 0 0   1.0
