Name: cancer

//Variables: name of variable followed by names of states

pollution: high low 
smoker: False True 
cancer: False True 
xray: negative positive 
dyspnoea: False True 

//Records: Numbers in the last column are frequencies.

1 1 0 1 1   11.0
1 1 0 0 0   74.0
1 0 0 0 0   173.0
1 0 0 1 0   41.0
0 0 0 0 1   9.0
1 0 0 0 1   78.0
0 0 0 0 0   21.0
1 1 1 1 1   5.0
1 1 0 0 1   34.0
1 0 0 1 1   29.0
0 1 0 1 1   1.0
1 1 0 1 0   7.0
0 0 0 1 0   5.0
0 0 0 1 1   3.0
0 1 0 0 1   1.0
0 1 0 0 0   5.0
0 0 1 1 1   1.0
1 1 1 1 0   2.0
