Name: dataset

//Variables: name of variable followed by names of states

a: adult old young 
s: F M 
e: high uni 
o: emp self 
r: big small 
t: car other train 

//Records: Numbers in the last column are frequencies.

1 1 0 0 0 2   19.0
2 1 0 0 0 2   29.0
0 0 0 0 0 2   30.0
0 0 0 0 1 2   11.0
0 0 1 0 0 0   32.0
1 1 0 0 1 0   11.0
2 1 0 0 0 1   20.0
1 0 0 0 0 2   15.0
0 1 0 0 1 0   13.0
2 1 0 0 0 0   72.0
1 0 0 0 1 2   3.0
1 0 0 0 0 0   30.0
0 1 0 0 0 0   87.0
1 0 0 1 0 0   2.0
0 0 0 0 0 0   65.0
0 0 1 0 0 2   20.0
1 0 0 0 0 1   14.0
0 0 1 0 1 0   9.0
2 0 1 0 1 2   4.0
0 1 0 0 0 2   46.0
1 0 0 0 1 1   3.0
2 1 1 1 0 2   2.0
0 1 1 0 0 2   27.0
2 1 0 1 0 0   1.0
1 1 0 0 0 0   50.0
1 0 0 1 0 2   1.0
2 1 1 1 0 0   3.0
1 1 0 0 0 1   15.0
2 1 1 0 0 0   31.0
0 0 0 0 1 0   12.0
0 1 0 0 1 2   19.0
1 0 1 0 0 0   1.0
2 0 0 0 0 2   17.0
2 0 0 0 0 0   31.0
0 0 0 1 0 0   2.0
0 1 1 0 1 0   7.0
2 0 1 0 0 2   7.0
2 0 0 0 1 2   7.0
2 1 1 0 0 2   14.0
0 1 0 0 0 1   33.0
0 1 1 0 0 0   42.0
2 0 1 0 0 0   16.0
1 0 1 0 1 0   1.0
0 1 1 1 0 0   6.0
2 1 1 0 0 1   8.0
2 1 1 0 1 2   6.0
0 0 1 0 0 1   8.0
2 1 1 0 1 0   5.0
2 1 0 1 0 2   1.0
2 1 0 0 1 2   18.0
2 0 0 0 1 0   14.0
0 1 1 0 0 1   13.0
1 1 1 0 1 0   3.0
1 1 1 0 0 0   8.0
1 1 1 1 0 0   1.0
0 0 0 0 0 1   19.0
2 0 1 0 1 0   4.0
2 0 1 0 0 1   8.0
2 0 0 1 0 2   1.0
1 0 0 0 1 0   7.0
1 1 1 0 1 2   2.0
0 0 1 1 1 0   2.0
1 0 1 0 0 1   1.0
1 1 0 1 1 2   1.0
1 1 0 0 1 2   13.0
0 1 1 0 1 2   5.0
0 0 1 1 0 0   2.0
0 1 0 1 0 0   8.0
0 1 0 1 1 0   4.0
1 1 1 1 1 2   1.0
2 1 0 0 1 1   9.0
2 1 0 0 1 0   14.0
1 1 1 0 0 2   1.0
0 0 0 0 1 1   4.0
2 0 1 1 0 0   2.0
2 1 1 1 1 0   2.0
0 0 1 1 0 2   1.0
2 1 0 1 1 0   2.0
1 0 1 0 0 2   2.0
1 0 1 1 0 0   1.0
0 1 1 0 1 1   3.0
0 0 0 1 1 0   2.0
1 0 0 1 1 0   1.0
0 1 1 1 1 2   1.0
0 1 0 0 1 1   2.0
2 0 0 0 0 1   13.0
1 0 0 1 1 2   2.0
1 1 0 1 0 1   1.0
0 1 1 1 1 1   1.0
1 1 0 1 0 0   2.0
2 1 0 1 0 1   1.0
2 0 0 0 1 1   2.0
2 1 1 0 1 1   1.0
2 0 1 0 1 1   2.0
0 1 1 1 1 0   1.0
0 1 0 1 1 2   1.0
0 0 1 0 1 2   3.0
2 0 1 1 0 2   1.0
1 1 0 0 1 1   1.0
2 0 1 1 1 2   1.0
0 1 0 1 0 2   1.0
2 1 1 1 0 1   1.0
