Name: dataset

//Variables: name of variable followed by names of states

akt: AVG HIGH LOW 
erk: AVG HIGH LOW 
jnk: AVG HIGH LOW 
mek: AVG HIGH LOW 
p38: AVG HIGH LOW 
pip2: AVG HIGH LOW 
pip3: AVG HIGH LOW 
pka: AVG HIGH LOW 
pkc: AVG HIGH LOW 
plcg: AVG HIGH LOW 
raf: AVG HIGH LOW 

//Records: Numbers in the last column are frequencies.

0 0 0 2 2 2 1 0 0 0 1   1.0
1 1 2 1 1 2 0 2 2 2 1   6.0
2 0 0 0 2 2 2 0 2 2 0   2.0
0 0 2 0 2 2 1 0 2 2 1   1.0
1 1 1 1 2 2 0 2 2 2 1   2.0
0 1 0 2 2 2 0 0 0 2 2   1.0
0 1 0 0 2 2 1 0 0 2 0   1.0
2 0 0 2 2 2 0 0 2 2 2   4.0
2 0 2 0 2 2 1 0 0 0 0   1.0
2 0 0 2 2 2 2 0 1 2 2   7.0
0 0 1 1 1 2 0 2 2 2 1   2.0
2 1 2 0 2 0 1 0 2 2 1   1.0
2 0 2 2 0 2 0 0 0 2 2   3.0
0 0 2 0 2 2 0 0 0 2 0   5.0
0 1 2 2 2 2 2 0 0 2 2   2.0
0 0 2 0 2 2 1 0 2 2 0   1.0
0 1 2 0 2 2 1 0 0 2 0   3.0
2 2 2 2 1 0 1 2 2 2 1   2.0
2 0 2 2 2 2 2 0 0 2 2   3.0
0 0 0 2 2 2 2 0 1 2 2   1.0
2 0 2 2 2 2 0 0 0 2 0   4.0
2 2 1 2 1 2 1 2 2 2 1   1.0
1 1 0 1 1 2 0 2 2 2 1   7.0
0 0 2 2 2 2 1 0 0 2 2   3.0
2 0 0 2 2 0 2 0 2 1 0   1.0
0 0 0 2 2 2 1 0 0 2 0   1.0
2 0 0 2 2 2 0 1 1 2 2   1.0
0 1 0 0 2 2 0 0 1 2 0   1.0
2 1 2 0 2 2 0 0 0 2 2   1.0
1 1 2 1 2 2 1 2 2 2 1   3.0
2 0 2 2 2 0 2 0 2 1 2   1.0
2 0 2 2 2 2 2 0 2 2 1   2.0
0 1 2 2 2 2 1 0 0 0 2   3.0
0 2 0 0 2 2 0 2 0 2 0   1.0
2 0 2 2 2 2 2 0 2 2 2   2.0
1 1 2 1 2 2 0 2 2 2 1   1.0
2 0 0 1 0 0 1 0 0 0 1   1.0
2 0 2 2 2 0 0 1 2 0 0   1.0
0 2 2 2 2 2 0 0 0 2 0   2.0
0 2 1 2 2 2 2 2 2 2 0   1.0
0 1 2 2 2 2 0 1 2 2 2   3.0
2 0 2 2 2 2 0 1 2 2 2   11.0
0 0 0 2 2 1 0 0 1 1 2   1.0
2 0 2 1 1 1 2 2 2 1 1   1.0
0 1 2 2 2 2 1 1 2 2 2   3.0
2 0 2 2 2 2 1 0 0 0 2   1.0
2 0 2 0 2 2 1 0 2 2 2   1.0
2 0 2 0 2 1 2 0 2 1 2   1.0
2 0 0 2 2 2 0 0 0 2 2   4.0
2 0 0 0 2 2 1 0 0 2 0   4.0
2 0 0 0 2 1 1 0 1 0 2   1.0
2 0 0 2 2 2 0 0 1 2 2   7.0
2 0 0 0 2 2 0 0 0 2 2   8.0
2 0 0 0 2 2 2 0 0 1 0   1.0
2 2 0 0 2 2 1 0 1 0 0   1.0
1 1 2 1 1 2 1 2 2 2 1   3.0
0 0 2 2 2 2 0 0 0 2 2   2.0
0 1 2 2 2 0 1 0 0 2 2   1.0
2 0 0 1 1 0 1 2 2 0 1   1.0
0 1 2 2 2 2 0 0 0 2 2   4.0
2 0 0 0 2 0 1 0 0 2 0   3.0
2 2 0 0 2 2 0 0 0 2 0   1.0
0 1 2 2 0 2 1 0 0 2 2   1.0
2 0 2 2 2 2 0 0 0 2 2   10.0
2 2 0 2 1 2 0 2 2 2 1   1.0
2 0 2 2 2 0 1 1 2 2 2   2.0
2 0 0 0 2 2 1 2 0 2 1   1.0
2 2 2 2 0 2 2 1 2 2 2   1.0
0 1 2 2 2 2 2 0 1 2 2   1.0
0 1 2 0 2 2 2 0 2 2 0   3.0
2 0 2 2 0 2 2 0 0 2 2   2.0
2 2 1 2 1 2 0 2 2 2 1   2.0
0 0 2 1 1 2 0 2 2 2 0   1.0
2 0 0 0 0 2 1 0 0 2 0   1.0
2 0 2 2 2 2 0 0 2 2 0   3.0
0 2 2 2 1 2 2 2 2 2 1   1.0
2 0 0 2 2 2 0 0 2 2 0   2.0
0 0 0 1 1 0 1 2 2 2 1   1.0
2 2 2 2 2 2 0 0 2 2 2   1.0
2 2 1 2 2 2 1 2 2 0 1   1.0
