Name: dataset

//Variables: name of variable followed by names of states

hair: false true 
feathers: false true 
eggs: false true 
milk: false true 
airborne: false true 
aquatic: false true 
predator: false true 
toothed: false true 
backbone: false true 
breathes: false true 
venomous: false true 
fins: false true 
legs: 0 2 4 5 6 8 
tail: false true 
domestic: false true 
catsize: false true 
type: mammal bird reptile fish amphibian insect invertebrate 

//Records: Numbers in the last column are frequencies.

1 0 0 1 0 0 1 1 1 1 0 0 2 0 0 1 0   2.0
1 0 0 1 0 0 0 1 1 1 0 0 2 1 0 1 0   6.0
0 0 1 0 0 1 1 1 1 0 0 1 0 1 0 0 3   2.0
1 0 0 1 0 0 1 1 1 1 0 0 2 1 0 1 0   3.0
1 0 0 1 0 0 0 1 1 1 0 0 2 1 1 1 0   4.0
0 0 1 0 0 1 0 1 1 0 0 1 0 1 1 0 3   1.0
1 0 0 1 0 0 0 1 1 1 0 0 2 0 1 0 0   1.0
0 1 1 0 1 0 0 0 1 1 0 0 1 1 1 0 1   3.0
0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 6   1.0
0 0 1 0 0 1 1 0 0 0 0 0 2 0 0 0 6   1.0
0 0 1 0 0 1 1 0 0 0 0 0 4 0 0 0 6   2.0
0 1 1 0 1 0 1 0 1 1 0 0 1 1 0 0 1   2.0
0 0 1 0 0 1 1 1 1 0 0 1 0 1 0 1 3   3.0
0 0 0 1 0 1 1 1 1 1 0 1 0 1 0 1 0   2.0
0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 0 1   1.0
0 1 1 0 1 0 0 0 1 1 0 0 1 1 0 1 1   1.0
0 0 1 0 0 0 0 0 0 1 0 0 4 0 0 0 5   2.0
0 0 1 0 0 1 1 1 1 1 0 0 2 0 0 0 4   1.0
0 0 1 0 0 1 1 1 1 1 1 0 2 0 0 0 4   1.0
1 0 0 1 1 0 0 1 1 1 0 0 1 1 0 0 0   2.0
1 0 0 1 0 0 1 1 1 1 0 0 1 0 1 1 0   1.0
0 0 1 0 1 0 0 0 0 1 0 0 4 0 0 0 5   1.0
1 0 0 1 0 0 0 1 1 1 0 0 1 0 0 1 0   1.0
0 1 1 0 1 1 1 0 1 1 0 0 1 1 0 0 1   3.0
0 0 1 0 0 1 0 1 1 0 0 1 0 1 0 0 3   3.0
1 0 0 1 0 0 0 1 1 1 0 0 2 1 1 0 0   1.0
1 0 0 1 0 0 0 1 1 1 0 0 2 1 0 0 0   2.0
1 0 1 0 1 0 0 0 0 1 1 0 4 0 1 0 5   1.0
1 0 1 0 1 0 0 0 0 1 0 0 4 0 0 0 5   2.0
0 1 1 0 0 0 1 0 1 1 0 0 1 1 0 0 1   1.0
0 0 1 0 1 0 1 0 0 1 0 0 4 0 0 0 5   1.0
0 1 1 0 1 0 0 0 1 1 0 0 1 1 0 0 1   4.0
1 0 0 1 0 1 1 1 1 1 0 0 2 1 0 1 0   1.0
1 0 0 1 0 0 1 1 1 1 0 0 2 1 0 0 0   2.0
0 0 1 0 0 1 1 1 1 1 0 0 2 1 0 0 4   1.0
0 0 1 0 0 1 1 0 0 0 0 0 5 0 0 1 6   1.0
0 1 1 0 0 0 0 0 1 1 0 0 1 1 0 1 1   1.0
0 1 1 0 0 1 1 0 1 1 0 0 1 1 0 1 1   1.0
0 0 1 0 0 0 1 1 1 1 1 0 0 1 0 0 2   1.0
1 0 1 1 0 1 1 0 1 1 0 0 2 1 0 1 0   1.0
1 0 0 1 0 0 1 1 1 1 0 0 2 1 1 1 0   1.0
0 1 1 0 0 0 1 0 1 1 0 0 1 1 0 1 1   1.0
0 0 0 0 0 0 1 0 0 1 1 0 5 1 0 0 6   1.0
1 0 0 1 0 1 1 1 1 1 0 1 0 0 0 1 0   1.0
1 0 0 1 0 1 1 1 1 1 0 1 1 1 0 1 0   1.0
0 0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 2   1.0
0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 6   1.0
0 0 1 0 0 0 1 1 1 1 0 0 0 1 0 0 2   1.0
0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 6   2.0
1 0 0 1 0 0 0 1 1 1 0 0 1 1 0 0 0   1.0
0 0 1 0 0 1 1 0 0 0 0 0 3 0 0 0 6   1.0
0 0 1 0 0 1 1 1 1 0 1 1 0 1 0 1 3   1.0
0 1 1 0 1 1 0 0 1 1 0 0 1 1 0 1 1   1.0
0 0 1 0 0 1 0 1 1 1 0 0 2 0 0 0 4   1.0
0 0 1 0 0 0 0 0 1 1 0 0 2 1 0 1 2   1.0
0 0 1 0 0 0 1 1 1 1 0 0 2 1 0 0 2   1.0
0 1 1 0 1 0 1 0 1 1 0 0 1 1 0 1 1   1.0
1 0 0 1 0 0 0 1 1 1 0 0 1 1 0 1 0   1.0
1 0 1 0 1 0 0 0 0 1 1 0 4 0 0 0 5   1.0
