Name: dataset

//Variables: name of variable followed by names of states

x1: 1 2 3 4 5 6 7 8 9 10 
x2: 1 2 3 4 5 6 7 8 9 10 
x3: 1 2 3 4 5 6 7 8 9 10 
x4: 1 2 3 4 5 6 7 8 9 10 
x5: 1 2 3 4 5 6 7 8 9 10 
x6: 1 2 3 4 5 6 7 8 9 10 
x7: 1 2 3 4 5 6 7 8 9 10 
x8: 1 2 3 4 5 6 7 8 9 10 
x9: 1 2 3 4 5 6 7 8 9 10 
x10: 1 2 3 4 5 6 7 8 9 10 
x11: 1 2 3 4 5 6 7 8 9 10 
x12: 1 2 3 4 5 6 7 8 9 10 
x13: 1 2 3 4 5 6 7 8 9 10 
x14: 1 2 3 4 5 6 7 8 9 10 
x15: 1 2 3 4 5 6 7 8 9 10 
x16: 1 2 3 4 5 6 7 8 9 10 
x17: 1 2 3 4 5 6 7 8 9 10 
x18: 1 2 3 4 5 6 7 8 9 10 
x19: 1 2 3 4 5 6 7 8 9 10 
x20: 1 2 3 4 5 6 7 8 9 10 

//Records: Numbers in the last column are frequencies.

9 9 9 9 9 9 4 9 9 9 9 9 9 9 9 9 9 9 9 9   130.0
9 9 9 9 9 9 9 9 9 9 9 9 4 9 3 9 9 9 9 9   32.0
9 6 9 9 9 9 9 9 9 9 9 9 9 9 3 9 9 9 9 9   72.0
9 6 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9   9.0
9 7 9 9 9 9 9 9 9 9 9 9 9 9 3 9 9 9 9 9   38.0
9 7 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9   9.0
9 3 9 9 9 9 9 9 9 9 9 9 9 9 3 9 9 9 9 9   59.0
9 3 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9   18.0
4 9 9 9 9 9 9 9 9 9 9 9 9 9 6 9 9 9 9 9   7.0
0 9 9 9 9 9 9 9 9 9 9 9 9 9 6 9 9 9 9 9   2.0
4 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9   64.0
8 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9   4.0
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 9   66.0
9 9 9 9 9 9 9 9 9 9 7 9 9 9 3 9 9 9 9 9   12.0
9 9 9 9 9 9 9 9 9 9 7 9 9 9 4 9 9 9 9 9   9.0
9 9 9 9 9 9 9 9 9 9 7 9 9 9 8 9 9 9 9 9   4.0
9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9 9 9 9   81.0
9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 3 9   13.0
9 9 9 9 9 9 9 4 4 9 9 9 9 9 9 9 9 9 9 9   2.0
9 9 9 9 9 9 4 9 5 9 9 9 9 9 9 9 9 9 9 9   1.0
9 9 3 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 9   4.0
9 9 9 4 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9   22.0
9 9 9 6 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9   9.0
9 9 4 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9   94.0
9 9 9 9 9 9 9 9 9 9 9 9 9 9 6 9 9 9 9 9   59.0
9 9 9 4 9 9 9 9 9 9 9 9 9 9 3 4 9 9 9 9   1.0
9 9 9 4 9 9 9 9 9 9 9 9 9 9 3 3 9 9 9 9   1.0
9 9 9 9 9 9 9 4 9 9 9 9 9 9 9 9 9 9 9 9   101.0
9 9 9 9 9 9 4 9 9 9 9 9 9 9 2 9 9 9 9 9   49.0
9 9 9 9 9 9 4 9 9 9 9 9 9 9 0 9 9 9 9 9   74.0
9 9 9 9 9 9 4 9 9 9 9 9 9 9 3 9 9 9 9 9   28.0
9 9 9 9 9 9 9 9 4 9 9 9 9 9 3 9 9 9 9 9   9.0
9 9 9 9 9 9 9 9 4 9 9 9 9 9 7 9 9 9 9 9   1.0
9 9 9 9 9 9 9 9 4 9 9 9 9 9 5 9 9 9 9 9   1.0
9 9 9 9 9 9 6 9 9 9 9 9 9 9 9 9 9 9 9 9   60.0
9 9 9 9 9 9 9 9 9 9 9 9 9 9 4 9 9 9 9 5   4.0
9 9 9 9 9 9 9 9 9 9 9 9 9 9 3 9 9 9 9 5   2.0
9 9 9 9 9 9 9 9 4 9 9 3 9 9 9 9 9 9 9 9   1.0
