Name: dataset

//Variables: name of variable followed by names of states

parents: usual pretentious great_pret 
has_nurs: proper less_proper improper critical very_crit 
form: complete completed incomplete foster 
children: 1 2 3 more 
housing: convenient less_conv critical 
finance: convenient inconv 
social: nonprob slightly_prob problematic 
health: recommended priority not_recom 
class: not_recom recommend very_recom priority spec_prior 

//Records: Numbers in the last column are frequencies.

0 0 0 0 0 0 0 0 1   1.0
0 0 0 0 0 0 0 1 3   1.0
0 0 0 0 0 0 0 2 0   1.0
0 0 0 0 0 0 1 0 1   1.0
0 0 0 0 0 0 1 1 3   1.0
0 0 0 0 0 0 1 2 0   1.0
0 0 0 0 0 0 2 0 3   1.0
0 0 0 0 0 0 2 1 3   1.0
0 0 0 0 0 0 2 2 0   1.0
0 0 0 0 0 1 0 0 2   1.0
0 0 0 0 0 1 0 1 3   1.0
0 0 0 0 0 1 0 2 0   1.0
0 0 0 0 0 1 1 0 2   1.0
0 0 0 0 0 1 1 1 3   1.0
0 0 0 0 0 1 1 2 0   1.0
0 0 0 0 0 1 2 0 3   1.0
0 0 0 0 0 1 2 1 3   1.0
0 0 0 0 0 1 2 2 0   1.0
0 0 0 0 1 0 0 0 2   1.0
0 0 0 0 1 0 0 1 3   1.0
0 0 0 0 1 0 0 2 0   1.0
0 0 0 0 1 0 1 0 2   1.0
0 0 0 0 1 0 1 1 3   1.0
0 0 0 0 1 0 1 2 0   1.0
0 0 0 0 1 0 2 0 3   1.0
0 0 0 0 1 0 2 1 3   1.0
0 0 0 0 1 0 2 2 0   1.0
0 0 0 0 1 1 0 0 2   1.0
0 0 0 0 1 1 0 1 3   1.0
0 0 0 0 1 1 0 2 0   1.0
0 0 0 0 1 1 1 0 2   1.0
0 0 0 0 1 1 1 1 3   1.0
0 0 0 0 1 1 1 2 0   1.0
0 0 0 0 1 1 2 0 3   1.0
0 0 0 0 1 1 2 1 3   1.0
0 0 0 0 1 1 2 2 0   1.0
0 0 0 0 2 0 0 0 2   1.0
0 0 0 0 2 0 0 1 3   1.0
0 0 0 0 2 0 0 2 0   1.0
0 0 0 0 2 0 1 0 2   1.0
