Name: dataset

//Variables: name of variable followed by names of states

SFH: 1 -1 0 
popUpWidnow: -1 0 1 
SSLfinal_State: 1 -1 0 
Request_URL: -1 0 1 
URL_of_Anchor: -1 0 1 
web_traffic: 1 0 -1 
URL_Length: 1 -1 0 
age_of_domain: 1 -1 
having_IP_Address: 0 1 
Result: 0 1 -1 

//Records: Numbers in the last column are frequencies.

0 0 0 0 0 0 0 0 0 0   1.0
1 0 1 0 0 1 0 0 1 1   1.0
0 0 2 1 0 1 1 0 0 1   1.0
0 1 0 0 0 1 0 0 0 0   3.0
1 0 0 0 1 1 1 0 0 1   2.0
1 0 0 0 0 0 2 1 0 1   2.0
0 0 2 2 0 1 2 0 0 2   1.0
0 1 0 2 1 1 2 0 1 2   1.0
1 0 2 0 0 2 1 0 0 0   1.0
1 1 1 0 2 0 2 1 0 1   2.0
1 0 2 0 0 0 1 1 0 1   7.0
0 1 0 2 2 2 0 0 0 2   8.0
0 0 2 0 2 1 0 0 0 1   1.0
0 1 0 1 0 0 2 1 0 2   5.0
1 0 1 2 0 1 1 0 0 1   1.0
2 1 1 1 1 0 0 1 1 1   1.0
1 1 2 1 0 0 1 1 0 1   3.0
0 2 0 0 2 2 0 0 0 2   4.0
2 0 1 1 2 0 2 1 0 1   5.0
0 0 2 2 1 1 1 0 0 1   2.0
2 0 0 0 0 0 1 0 0 1   1.0
0 1 1 0 2 0 1 1 0 2   2.0
0 0 2 0 2 2 2 0 0 2   2.0
0 1 0 1 0 1 2 0 0 2   13.0
0 1 1 1 0 0 1 1 0 2   1.0
1 0 2 0 2 2 2 0 0 2   1.0
2 1 0 2 2 1 2 0 0 2   1.0
0 1 1 2 2 1 2 1 0 2   3.0
0 1 0 1 0 2 2 0 0 2   8.0
1 0 2 1 2 0 1 1 0 1   1.0
0 2 2 0 2 0 2 1 0 2   1.0
0 2 0 0 0 1 2 0 0 2   3.0
0 1 0 0 0 2 2 0 0 2   5.0
0 1 1 0 0 2 0 0 0 2   1.0
0 0 0 0 2 2 1 0 0 2   2.0
0 2 1 2 2 2 0 0 0 2   3.0
0 1 0 0 2 2 0 0 0 2   13.0
2 1 0 1 1 0 1 1 0 1   1.0
1 0 1 0 0 2 2 0 0 1   5.0
0 1 2 0 0 1 2 1 0 1   1.0
1 1 2 0 0 0 2 1 0 1   3.0
0 2 0 0 2 2 1 0 0 2   5.0
1 1 0 1 0 1 2 1 0 2   1.0
0 2 0 2 1 2 2 0 0 2   1.0
0 1 0 2 2 1 1 0 1 2   1.0
1 0 0 0 0 0 1 1 0 1   5.0
1 0 0 1 0 1 0 0 0 1   2.0
1 0 0 0 0 2 0 0 0 0   4.0
0 2 1 0 2 2 0 0 0 0   1.0
0 1 0 1 0 2 1 0 0 2   4.0
1 0 1 0 0 0 0 1 1 0   1.0
0 2 0 0 2 2 2 0 1 2   3.0
1 0 0 0 0 1 1 1 0 1   3.0
0 0 2 0 0 1 1 0 0 1   3.0
0 0 2 2 2 1 2 0 0 2   2.0
0 2 0 0 2 2 0 0 1 2   1.0
1 0 0 2 0 0 2 1 0 1   1.0
1 0 2 1 0 0 2 1 0 1   3.0
2 1 2 1 2 1 2 1 0 1   3.0
0 2 0 2 2 0 2 0 1 2   1.0
1 0 2 0 0 1 2 0 0 1   7.0
2 1 2 1 2 1 0 1 1 1   1.0
1 0 2 2 0 0 1 0 0 1   1.0
1 0 0 0 2 1 1 1 0 0   2.0
1 0 2 2 2 1 1 1 0 1   1.0
0 2 2 1 0 1 2 0 0 2   1.0
0 0 0 0 0 1 1 1 0 1   2.0
0 2 0 2 2 2 0 0 0 2   6.0
1 1 0 0 0 2 1 0 0 1   1.0
1 0 0 1 2 0 2 1 0 1   1.0
0 2 2 0 2 1 1 1 0 2   1.0
1 1 1 0 0 0 1 1 0 1   5.0
0 0 0 2 2 1 2 0 0 2   3.0
0 1 0 2 1 1 1 0 1 2   1.0
1 1 1 0 0 1 1 0 0 1   4.0
0 2 0 0 2 2 2 0 0 2   9.0
2 0 1 1 2 1 0 1 0 1   1.0
1 0 0 2 0 0 1 1 0 1   2.0
0 2 0 1 0 0 0 1 0 2   1.0
0 2 0 2 2 1 1 0 0 2   2.0
1 0 1 0 0 1 2 0 0 1   5.0
1 0 0 2 0 0 1 1 0 2   1.0
0 1 0 0 0 2 2 0 1 2   2.0
1 1 1 1 0 0 2 1 0 1   2.0
0 1 0 1 0 2 0 0 0 2   6.0
